Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance,Label
23.6,6,63.6,3015.5323891005823,0.0,0.0,0.7,0.1,1.0,0.0,0.0,10.0,0.0,0.0,7.0,0.0,0.2,0.0,0.1,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2077.0,60.0,1514.0,207.7,459.0192564346051,207.7,0.000331711769104,10.0,210698.6777777777,RECON-OSSCAN
26.4,6,130.8,45.57262624462708,0.0,0.0,0.0,0.4,0.8,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.1,0.0,0.0,0.9,0.9,7084.0,60.0,2962.0,708.4,995.2257365375287,708.4,0.0219768047332763,10.0,990474.2666666668,BENIGN
26.42095374325216,6,88.50013531007265,71.93206613352065,0.1026192179065199,0.04869039104674,0.0,0.3,0.7513096089532599,0.0,0.0,7.5130960895326,0.4869039104674002,1.0261921790651996,0.0,0.2434519552337001,0.5078576537195599,0.09738078209348,0.0,0.0,0.0,0.0,0.7513096089532599,0.24869039104674,0.0,0.0,0.0,0.0,1.0,1.0,1510.8320994338374,66.0,417.910675971033,151.08320994338374,121.95522131158988,151.08320994338374,0.0143541815095188,10.0,14873.079776072562,RECON-PINGSWEEP
11.08,6,69.79,448.6683197230738,0.01,0.02,0.0,0.03,0.46,0.0,0.0,46.0,2.0,1.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.11,0.01,0.03,0.01,0.0,0.97,0.97,78579.0,60.0,1514.0,785.79,600.4331819275111,785.79,0.0022288179397583,100.0,360520.00595959567,DDOS-ACK_FRAGMENTATION
32.0,6,215.2,1151.0164654226126,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1657.0,66.0,1063.0,165.7,315.2790827187874,165.7,0.0008689165115356,10.0,99400.89999999997,BENIGN
29.98533479848872,6,62.14424807698356,55.41527164628287,0.1685208562263862,0.0629582875472275,0.0,0.4370417124527725,0.8426042811319312,0.0,0.0,8.426042811319313,0.629582875472275,1.6852085622638624,0.0,0.0629582875472275,0.7055625686791588,0.0314791437736137,0.0,0.0,0.0,0.0,0.9055625686791589,0.0629582875472275,0.0,0.0314791437736137,0.0,0.0,0.9685208562263864,0.9685208562263864,1731.4475302188298,64.11125137358317,686.9254116301951,173.144753021883,196.4085320940964,173.144753021883,0.0195518680042524,10.0,38576.31385167918,RECON-PORTSCAN
28.8,6,49.6,147.385761473048,0.0,0.0,0.0,0.1,0.9,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.1,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.9,0.9,6446.0,60.0,1494.0,644.6,731.466745655604,644.6,0.0068403005599975,10.0,535043.6,RECON-PINGSWEEP
21.2,6,131.6,1233.8002647448154,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12032.0,60.0,2918.0,1203.2,1312.436986847157,1203.2,0.0008270978927612,10.0,1722490.8444444446,BROWSERHIJACKING
24.0,6,91.8,82.06682267494189,0.0,0.0,0.0,0.3,0.7,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.1,0.0,0.0,0.9,0.9,6332.0,60.0,2438.0,633.2,859.919479434622,633.2,0.0149648904800415,10.0,739461.5111111111,BENIGN
24.33108121398296,9,99.60263351115906,65.94158290726286,0.0,0.029937038556915,0.0,0.42037776865851,0.7605036915446801,0.0,0.0,7.6050369154468,0.2993703855691499,0.0,0.0,0.05987407711383,0.56050369154468,0.1496851927845749,0.0,0.0,0.0,0.0,0.7605036915446801,0.1796222313414899,0.0,0.0,0.05987407711383,0.0,1.0,1.0,1029.1270734205266,61.7962223134149,198.5861484825213,102.91270734205266,43.92144608091847,102.91270734205266,0.0166183863256732,10.0,1929.100115053436,UPLOADING_ATTACK
15.656576053465994,10,87.0150563764897,57.73069994593946,0.0,0.0,0.0,0.2595120011138748,0.4190240022277496,0.0,0.0,4.1902400222774965,0.0,0.0,0.0,0.1785360033416244,0.1190240022277496,0.0,0.0,0.0,0.0,0.0,0.4190240022277496,0.4595120011138748,0.0,0.1214639966583755,0.0,0.0,0.8785360033416245,0.8785360033416245,1266.8292003898562,60.0,391.0731998329188,126.6829200389856,108.04015643751028,126.6829200389856,0.0203190479733339,10.0,11672.678093078996,BACKDOOR_MALWARE
20.0,6,64.0,39809.26347760061,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000.0,60.0,60.0,60.0,0.0,60.0,2.684831619262696e-05,100.0,0.0,DDOS-PSHACK_FLOOD
20.0,6,64.0,1587.3085074174992,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,600.0,60.0,60.0,60.0,0.0,60.0,0.0006300926208496,10.0,0.0,RECON-PORTSCAN
32.0,6,198.0,195.04943312344795,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1223.0,66.0,629.0,122.3,178.03623226747976,122.3,0.0051270008087158,10.0,31696.9,BENIGN
18.624270824112,2,66.32245226424467,310.16135862249337,0.0,0.1,0.0,0.0926081123038787,0.4167365053674544,0.0,0.0,4.167365053674544,1.0,0.0,0.0,0.0,0.2852162246077575,0.1073918876961212,0.0,0.0,0.0,0.0,0.5167365053674544,0.1610878315441818,0.0,0.2684797192403031,0.0536959438480606,0.0,0.7315202807596969,0.7315202807596969,916.474187217177,62.77824336911636,240.64993291494605,91.6474187217177,59.10627801888399,91.6474187217177,0.0035347273048287,10.0,3493.769210897148,RECON-PINGSWEEP
31.36094793161015,6,122.04025368641211,734.5734656591108,0.0133135847581218,0.0,0.0,0.0866864152418781,0.9733728304837562,0.0,0.0,9.733728304837562,0.0,0.1331358475812188,0.0,0.0,0.9733728304837562,0.0,0.0,0.0,0.0,0.0,0.9733728304837562,0.0266271695162437,0.0,0.0,0.0,0.0,1.0,1.0,7963.106558788594,65.20118491451268,1511.3372830483756,796.3106558788594,754.118601107921,796.3106558788594,0.001466658186949,10.0,568694.8725505234,RECON-PINGSWEEP
28.496454821507744,6,105.33717763197828,222.555256379334,0.0239162506112748,0.0395812530563742,0.0182512481661754,0.1634975036676491,0.8821674987774503,0.0121674987774502,0.0060837493887251,88.21674987774503,3.958125305637428,2.3916250611274856,1.825124816617544,0.1409850220058947,0.6412562408308772,0.0,0.0,0.0,0.0,0.0,0.9221674987774504,0.0374137542789239,0.0,0.0404187469436257,0.0,0.0,0.9595812530563742,0.9595812530563742,82360.43404338339,60.0,9587.931904152105,823.604340433834,1602.5515868496814,823.604340433834,0.0048810697541795,100.0,2568178.469998275,DDOS-SLOWLORIS
32.0,6,64.0,1233618.8235294118,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,660.0,66.0,66.0,66.0,0.0,66.0,9.059906005859376e-07,10.0,0.0,BENIGN
7.44,17,74.82,8366.019746683953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.01,0.06,0.0,0.99,0.99,6060.0,60.0,70.0,60.6,2.386832565759421,60.6,0.0001195311546325,100.0,5.696969696969703,DOS-UDP_FLOOD
24.0,6,47.8,14368.975676601576,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,600.0,60.0,60.0,60.0,0.0,60.0,6.968975067138672e-05,10.0,0.0,RECON-PORTSCAN
25.2,6,95.0,43.523870500446726,0.0,0.0,0.0,0.4,0.7,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.1,0.0,0.0,0.9,0.9,1299.0,60.0,230.0,129.9,67.1390762191107,129.9,0.0272253990173339,10.0,4507.655555555556,BENIGN
3.92,17,62.08,4654.44215105311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.03,0.0,0.0,0.97,0.97,91742.0,60.0,1514.0,917.42,589.9201312144907,917.42,0.0002188301086425,100.0,348005.76121212187,DDOS-UDP_FRAGMENTATION
14.4,17,132.2,24.444510495399648,0.0,0.0,0.0,0.2,0.3,0.0,0.0,3.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.6,0.0,0.1,0.0,0.0,0.9,0.9,1322.0,60.0,230.0,132.2,69.96316491157646,132.2,0.0414201974868774,10.0,4894.844444444443,DNS_SPOOFING
